title,url,category,filetype,slide_count,publishing_consultancy,description
"Key Performance Indicators (KPIs): 5 Areas of Focus",https://flevy.com/browse/flevypro/key-performance-indicators-kpis-5-areas-of-focus-4033,"Operational Excellence",PowerPoint,22,"LearnPPT Consulting","Key Performance Indicators (KPIs) PPT: Focus on 5 critical areas to measure success. Get a ready-to-use presentation template for healthcare, projects, and corporate strategy."
"Value Creation: Impact of Customer Experience (CX)",https://flevy.com/browse/flevypro/value-creation-impact-of-customer-experience-cx-3966,"Operational Excellence",PowerPoint,22,"LearnPPT Consulting","Explore a 5-phase framework for enhancing Customer Experience (CX) by ex-McKinsey consultants. Drive sustainable growth through data analytics and operational alignment."
"Lean-led Business Transformation",https://flevy.com/browse/flevypro/lean-led-business-transformation-3788,"Operational Excellence",PowerPoint,31,"LearnPPT Consulting","Lean business transformation PPT: Get a step-by-step Lean-led framework to drive operational efficiency and business transformation. Download this ready-to-use presentation now."
"Multichannel Contact Center Strategy",https://flevy.com/browse/flevypro/multichannel-contact-center-strategy-3726,"Operational Excellence",PowerPoint,27,"LearnPPT Consulting","Multichannel Contact Center Strategy PPT: Learn proven call center tactics, customer interaction, and voice of the customer insights. Download this expert presentation now."
"Enterprise Asset Management (EAM) Strategy",https://flevy.com/browse/flevypro/enterprise-asset-management-eam-strategy-3753,"Operational Excellence",PowerPoint,24,"LearnPPT Consulting","Enterprise Asset Management PPT: Learn best practices, strategy frameworks, and system solutions to optimize asset lifecycle and performance. Download the EAM strategy now."
"Internal Auditors Training Course on QMS - ISO 9001:2015",https://flevy.com/browse/marketplace/internal-auditors-training-course-on-qms-iso-90012015-9210,"Operational Excellence",PowerPoint,101,"RadVector  Consulting","Developed by a team of security experts with global consulting experience at McKinsey, Deloitte, and Capgemini."
"100+ Post-Merger Integration &#40;PMI&#41; SOPs",https://flevy.com/browse/marketplace/100-post-merger-integration-pmi-sops-10080,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Merger Integration Initiatives."
"Total Quality Management - TQM in Services",https://flevy.com/browse/marketplace/total-quality-management-tqm-in-services-6894,"Operational Excellence",PowerPoint,62,"RadVector  Consulting","Developed by a team of  experts with global consulting experience at McKinsey, Deloitte, and  Capgemini."
"Strategic Planning in Manufacturing Toolkit &#40;600+ KPIs&#41;",https://flevy.com/browse/marketplace/strategic-planning-in-manufacturing-toolkit-600-kpis-9364,"Operational Excellence",PowerPoint,1001,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Strategic Planning Initiatives."
"TWI Program: Job Relations &#40;JR&#41; Training",https://flevy.com/browse/marketplace/twi-program-job-relations-jr-training-613,"Operational Excellence",PowerPoint,97,"Operational Excellence Consulting","Developed by a seasoned TWI Master Trainer with a proven track record at Microsoft, IBM and Panasonic, this presentation is your gateway to mastering TWI Job Relations for achieving Operational Excellence through Lean Methodologies."
"TWI Program: Job Methods &#40;JM&#41; Training",https://flevy.com/browse/marketplace/twi-program-job-methods-jm-training-1505,"Operational Excellence",PowerPoint,105,"Operational Excellence Consulting","Developed by a seasoned TWI Master Trainer with a proven track record at Microsoft, IBM and Panasonic, this presentation is your gateway to mastering TWI Job Methods for achieving Operational Excellence through Lean Methodologies."
"Strategy Planning and Deployment - Project Management Templates",https://flevy.com/browse/flevypro/strategy-planning-and-deployment-project-management-templates-2695,"Operational Excellence",Excel,,"Operational Excellence Consulting LLC","Deployment plan template Excel for strategic project planning and tracking. Get reliable templates to manage timelines, tasks, and team coordination. Download XLS now."
"Lean and Kaizen for Rapid Process Improvement",https://flevy.com/browse/marketplace/lean-and-kaizen-for-rapid-process-improvement-1048,"Operational Excellence",PowerPoint,114,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Six Sigma - Statistical Process Control &#40;SPC&#41;",https://flevy.com/browse/marketplace/six-sigma-statistical-process-control-spc-604,"Operational Excellence",PowerPoint,138,"Operational Excellence Consulting LLC","Developed by a Senior Executive and Operational Excellence Coach with experience at organizations including NOKIA, MICROVENTION, and MAGELLAN, this presentation provides a detailed Introduction to Statistical Process Control &#40;SPC&#41; Charts."
"Lean - Standard or Standardized Work",https://flevy.com/browse/marketplace/lean-standard-or-standardized-work-569,"Operational Excellence",PowerPoint,113,"Operational Excellence Consulting LLC","Developed by a Senior Executive and Operational Excellence Coach with experience at organizations including NOKIA, MICROVENTION, and MAGELLAN, this presentation and templates cover an introduction to Lean Standard or Standardized Work."
"Key Performance Indicators &#40;KPIs&#41; | Operations Functions",https://flevy.com/browse/marketplace/key-performance-indicators-kpis-operations-functions-8059,"Operational Excellence",PowerPoint,114,"ILMAM - Strategy & Management Consulting","MBB/Big 4 style presentation that provides a collection of 100+ Key Performance Indicators &#40;KPIs&#41; related to the Operations functions."
"FAST Method to Goal Setting",https://flevy.com/browse/flevypro/fast-method-to-goal-setting-3647,"Operational Excellence",PowerPoint,19,"LearnPPT Consulting","Goal setting PPT: Learn the FAST Method to set and achieve goals quickly. Includes clear slides for training, workshops, and strategy alignment. Download the PPT now."
"Make-or-Buy Decision Analysis",https://flevy.com/browse/flevypro/make-or-buy-decision-analysis-3740,"Operational Excellence",PowerPoint,23,"LearnPPT Consulting","Make-or-Buy Decision PPT: Learn how to analyze outsourcing vs in-house options with clear frameworks, weighted analysis, and decision templates. Download now."
"Value-driven Business Process Management (VBPM)",https://flevy.com/browse/flevypro/value-driven-business-process-management-vbpm-3139,"Operational Excellence",PowerPoint,20,"LearnPPT Consulting","Business Process Management PPT: Learn Value-driven BPM (VBPM) with clear frameworks, lifecycle stages, and banking process insights. Download the PPT now."
"Cost Reduction Best Practices Toolkit",https://flevy.com/browse/marketplace/cost-reduction-best-practices-toolkit-10227,"Operational Excellence",PowerPoint,746,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Cost Reduction Initiatives."
"Corporate Strategy KPI Scorecard",https://flevy.com/browse/marketplace/corporate-strategy-kpi-scorecard-10899,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey and BCG consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing KPI Initiatives."
"100+ Cross-Border M&A Integration SOPs",https://flevy.com/browse/marketplace/100-cross-border-manda-integration-sops-10985,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey and BCG consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Operations Initiatives."
"100+ Kaizen SOPs",https://flevy.com/browse/marketplace/100-kaizen-sops-10109,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Kaizen Initiatives."
"100+ Operations Consulting SOPs",https://flevy.com/browse/marketplace/100-operations-consulting-sops-10400,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Operations Initiatives."
"100+ Post-Acquisition Value Creation SOPs",https://flevy.com/browse/marketplace/100-post-acquisition-value-creation-sops-10973,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey and BCG consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Operations Initiatives."
"Finance KPI Excel Dashboard",https://flevy.com/browse/marketplace/finance-kpi-excel-dashboard-9761,"Operational Excellence",Excel,,"Improve Your Excel","Finance KPI Excel dashboard (xlsx): Download a ready KPI template to track monthly & YTD actuals, targets, trends, visuals and cumulative metrics. Get it now."
"Excel Project Management Dashboard",https://flevy.com/browse/marketplace/excel-project-management-dashboard-10763,"Operational Excellence",Excel,,"Improve Your Excel","Excel Project Management Dashboard (xlsx) – Download an automated project tracker with dashboard, Gantt chart, budget vs actual, KPIs & manager performance insights."
"Value Stream Mapping Templates",https://flevy.com/browse/flevypro/value-stream-mapping-templates-2698,"Operational Excellence",Excel,,"Operational Excellence Consulting LLC","Value stream mapping template Excel: Download easy-to-use XLSX templates for mapping supply chains, workflows, and process improvements. Get started now."
"Managing KPI with Balanced Scorecard",https://flevy.com/browse/marketplace/managing-kpi-with-balanced-scorecard-6381,"Operational Excellence",PowerPoint,46,"UJ Consulting","Explore effective KPI management with this Balanced Scorecard PPT, crafted by industry experts. Enhance performance metrics and strategic alignment across functions."
